"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"283551",302.536059403222,2.32560571909483,0.631967418391399,3.67994559753475,0.000233283716718421,0.0222466719116899
"10570",386.558918399251,2.89615739880309,0.78893451930084,3.67097310099916,0.000241628771568675,0.0229218414243603
"441054",86.4128054127398,1.66006171562256,0.452440225136908,3.66912936426071,0.000243377907680739,0.0229675224441006
"107984345",15.757821196542,3.06483792577312,0.836297706907409,3.66476901761067,0.000247561905321892,0.0232413169042869
"1910",24.3741125259009,-2.87973875756669,0.787568204595673,-3.6564944353551,0.000255687959143401,0.0235903395731423
"100506603",845.340791774006,1.94395177652929,0.531377056991651,3.65832839591311,0.000253865631886476,0.0235903395731423
"146167",43.6270683243315,-2.31131793302926,0.632251535915277,-3.6556936626232,0.000256487493565265,0.0235903395731423
"116729",22.0955115021683,3.67819218596046,1.00548984518846,3.65810972986113,0.00025408226956723,0.0235903395731423
"89780",82.081366277684,1.76504848972763,0.483241076815406,3.65252163859793,0.000259677706361232,0.0237631331391877
"8778",15.487337942371,-4.01976500193212,1.10307239943003,-3.64415337017695,0.000268273419067489,0.0244263622114766
"8019",3556.38541088115,1.61949579612459,0.444751266146061,3.64135173837309,0.000271210296407881,0.024570296803072
"4542",199.658137942201,-2.40904126046291,0.661874039536192,-3.63972767711368,0.000272926527315389,0.0246027649175499
"10682",4274.9499641559,1.65125279357104,0.454035726148317,3.63683450106223,0.000276009142834306,0.0247574735594791
"5730",65.7126890069833,1.7032940457649,0.468919617719894,3.63237958362056,0.000280819630075009,0.0250648811691088
"6328",141.889313787031,-2.38901576277372,0.658048605191328,-3.63045486902767,0.000282922173917049,0.0251287591627598
"53947",454.575927384268,1.18611221813167,0.327327845652439,3.62362149717961,0.000290506644549022,0.0256765360613841
"166379",148.481356486146,-2.10605971721282,0.582961926972804,-3.61268827305607,0.000303038928087781,0.0265254219228141
"4360",25.6889573122943,-4.18475653957358,1.15808922345214,-3.61350097628858,0.00030209021740203,0.0265254219228141
"116444",324.263530131709,2.18878252829634,0.606194109041111,3.61069580791308,0.000305376654546907,0.0266015365564202
"121512",156.900468668361,-1.33472293458749,0.370316764036351,-3.60427359550072,0.000313027179806831,0.0271375094302391
"161753",12.0491249852735,-3.52143745537903,0.978437922247136,-3.59904024088876,0.000319393768503534,0.0275575985310264
"440829",837.563976852454,0.987639660722329,0.274930379602783,3.59232639968439,0.000327738983393416,0.028143614408082
"51474",615.791997588152,-1.24919797427911,0.348714371609683,-3.58229564360296,0.000340588028293134,0.0289723684725037
"9720",15.7481984445489,-4.14549684753452,1.15703275755723,-3.58286904191603,0.000339841004841836,0.0289723684725037
"11182",457.591887422238,1.37014767254416,0.383363335408591,3.57401855105379,0.000351544006673758,0.0297125048947637
"101929427",75.6075431837446,1.79924325154665,0.503530330568572,3.57325694663714,0.000352568494529179,0.0297125048947637
